Q_363	CASE_85	CASE	Oral Pathology	Oral Melanoma is extremely rare but highly aggressive. The most common intraoral sites are:		Tongue and Floor of Mouth	Hard Palate and Maxillary Gingiva	Buccal Mucosa	Lips	B	Why: Unlike SCC (Tongue/Floor of Mouth), Melanoma prefers the Hard Palate and Maxillary Gingiva. Why not: Tongue is rare for melanoma.	Epidemiology,Cancer	
Q_364	CASE_85	CASE	Oral Pathology	The "ABCDE" rule for Melanoma stands for:		Asymmetry, Border, Color, Diameter, Evolving	Age, Bleeding, Color, Depth, Erythema	Area, Border, Cancer, Density, Evolution	Asymmetry, Bleeding, Crust, Depth, Edema	A	Why: Standard dermatology mnemonic: Asymmetry (bad), Border (irregular), Color (varied), Diameter (>6mm), Evolving (changing). Why not: The others are made up.	Diagnosis,Mnemonic	
Q_365	CASE_86	CASE	Oral Pathology	Sialadenosis (Sialosis) is a non-inflammatory enlargement of the parotid glands associated with:		Viral infection (Mumps)	Underlying systemic disorders (Diabetes, Alcoholism, Bulimia)	Bacterial infection	Salivary stones	B	Why: It is a dysregulation of the autonomic innervation to the gland, leading to acinar hypertrophy. Seen in alcoholics, diabetics, and eating disorders. Why not: Mumps is inflammatory (painful/fever). Sialadenosis is painless.	Salivary Glands,Systemic	
Q_366		RAPID_FIRE	Oral Pathology	White Sponge Nevus is a hereditary condition requiring aggressive treatment.		TRUE	FALSE			B	Why: False. It is an autosomal dominant condition (defect in Keratin 4/13) presenting as widespread white, spongy plaques. It is benign and requires NO treatment. Why not: N/A	Genetics,White Lesions	
Q_367		RAPID_FIRE	Oral Pathology	Hairy Tongue is associated with EBV infection in HIV patients.		TRUE	FALSE			B	Why: False. "Oral Hairy Leukoplakia" (lateral tongue) is EBV/HIV. "Hairy Tongue" (dorsal tongue) is overgrowth of filiform papillae due to smoking/hygiene. Don't confuse them! Why not: N/A	Terminology,Diagnosis	
Q_368		RAPID_FIRE	Oral Pathology	The most common site for a Granular Cell Tumor is the dorsal tongue.		TRUE	FALSE			A	Why: True. Yellowish lump on the tongue. S-100 positive. Why not: N/A	Tumors,Epidemiology	
Q_369		RAPID_FIRE	Oral Pathology	A Lateral Periodontal Cyst is always associated with a non-vital tooth.		TRUE	FALSE			B	Why: False. It is associated with a VITAL tooth (usually mandibular premolars). If the tooth is non-vital, it's a lateral radicular cyst. Why not: N/A	Cysts,Vitality	
Q_370		RAPID_FIRE	Oral Pathology	Frey's Syndrome is diagnosed using the Minor Starch-Iodine Test.		TRUE	FALSE			A	Why: True. Iodine and starch are painted on the face. When the patient sweats (while eating), the starch turns blue/black. Why not: N/A	Diagnosis,Tests	
Q_371		RAPID_FIRE	Oral Pathology	Warthin's Tumor is also called Papillary Cystadenoma Lymphomatosum.		TRUE	FALSE			A	Why: True. The name describes the histology: Papillary (projections), Cystic (spaces), Lymphoid (stroma). Why not: N/A	Terminology,Salivary	
Q_372		RAPID_FIRE	Oral Pathology	Cat Scratch Disease is caused by the bacterium Bartonella henselae.		TRUE	FALSE			A	Why: True. It causes regional lymphadenopathy (often in kids) after a scratch. Why not: N/A	Microbiology,Infection	
Q_373		RAPID_FIRE	Oral Pathology	Sarcoidosis is a granulomatous disease that typically affects the lungs (hilar lymphadenopathy) and salivary glands.		TRUE	FALSE			A	Why: True. Non-caseating granulomas. Elevated ACE levels. Why not: N/A	Systemic Disease,Granulomas	
Q_374		RAPID_FIRE	Oral Pathology	The Calcifying Odontogenic Cyst (Gorlin Cyst) is characterized by "Ghost Cells."		TRUE	FALSE			A	Why: True. Ghost cells are anucleated keratinized cells. Why not: N/A	Histology,Cysts	
Q_375		RAPID_FIRE	Oral Pathology	Massive osteolysis (vanishing bone) is known as Gorham Disease.		TRUE	FALSE			A	Why: True. "Phantom bone disease." Rare condition where bone is replaced by vascular tissue and disappears. Why not: N/A	Bone Pathology,Rare	
Q_376		RAPID_FIRE	Oral Pathology	The "Glandular Odontogenic Cyst" is rare but has a high recurrence rate and can mimic a Botryoid Odontogenic Cyst.		TRUE	FALSE			A	Why: True. GOC is aggressive, anterior mandible, crosses midline. Histology shows duct-like structures. Why not: N/A	Cysts,Aggressive	
Q_377		RAPID_FIRE	Oral Pathology	Pyostomatitis Vegetans is the oral manifestation of Ulcerative Colitis or Crohn's.		TRUE	FALSE			A	Why: True. "Snail track" ulcers (yellow/white pustules). Why not: N/A	Systemic,Oral Manifestations	
Q_378	CASE_87	CASE	Oral Pathology	The positive Nikolsky sign and clinical presentation suggest a vesiculobullous disease. If biopsy reveals an *intra-epithelial* split (above the basement membrane), the diagnosis is:		Pemphigus Vulgaris	Mucous Membrane Pemphigoid	Lichen Planus	Erythema Multiforme	A	Why: Pemphigus Vulgaris involves autoantibodies against Desmosomes, causing the epithelial cells to fall apart (acantholysis) *within* the epithelium. Why not: Pemphigoid is a *sub-epithelial* split (hemidesmosomes).	Autoimmune,Histology	
Q_379	CASE_87	CASE	Oral Pathology	The specific cells found floating freely in the blister fluid of Pemphigus Vulgaris are called:		Ghost Cells	Tzanck Cells	Reed-Sternberg Cells	Langerhans Cells	B	Why: Tzanck cells are acantholytic epithelial cells that have lost their attachments and rounded up. (Note: Also seen in Herpes). Why not: Ghost cells are in calcifying odontogenic cysts.	Histology,Pathognomonic	
Q_380	CASE_87	CASE	Oral Pathology	Treatment for Pemphigus Vulgaris typically involves:		Systemic Corticosteroids	Topical Antifungals	Surgical Excision	Antibiotics	A	Why: Pemphigus is a potentially fatal autoimmune disease. Aggressive systemic immunosuppression (Prednisone, Rituximab) is required. Why not: It is not an infection.	Treatment,Autoimmune	
Q_381	CASE_88	CASE	Oral Pathology	The radiographic appearance of a mixed radiolucency with "flecks" preventing eruption in a young patient is suggestive of:		Ameloblastoma	Ameloblastic Fibroma	Ameloblastic Fibro-Odontoma	Complex Odontoma	C	Why: Ameloblastic Fibroma is radiolucent. If it has calcifications (tooth structure), it is an Ameloblastic Fibro-Odontoma. Common in kids/teens. Why not: Ameloblastoma is usually adults and purely radiolucent. Complex Odontoma is a large radiopaque mass.	Odontogenic Tumors,Pediatric	
Q_382	CASE_88	CASE	Oral Pathology	The Ameloblastic Fibroma is a "mixed" odontogenic tumor, meaning it contains:		Epithelial and Mesenchymal components	Bone and Cartilage	Enamel and Dentin only	Cystic and Solid components	A	Why: It contains strands of odontogenic epithelium (ameloblastic) AND a primitive mesenchymal stroma (fibroma) resembling the dental papilla. Why not: It does not produce hard tissue (enamel/dentin) unless it is a Fibro-Odontoma.	Histology,Definitions	
Q_383	CASE_89	CASE	Oral Pathology	The radiolucency at the apex of the non-vital tooth is most likely a Periapical Granuloma or Cyst. Histologically, a Cyst is distinguished by the presence of:		Acute inflammation (Neutrophils)	An epithelial lining	Giant cells	Necrotic bone	B	Why: A Cyst is defined as a pathological cavity lined by epithelium. A Granuloma is a mass of granulation tissue *without* an epithelial lining. They look identical on X-ray. Why not: Both have inflammation.	Histology,Endodontics	
Q_384	CASE_89	CASE	Oral Pathology	If the periapical lesion is a cyst, the epithelial lining is derived from:		Reduced Enamel Epithelium	Dental Lamina remnants	Rests of Malassez	Rests of Serres	C	Why: Rests of Malassez are remnants of Hertwig's Epithelial Root Sheath (HERS) found in the PDL. Inflammation stimulates them to proliferate and form a cyst. Why not: REE forms Dentigerous cysts. Serres forms Gingival cysts.	Embryology,Cysts	
Q_385	CASE_90	CASE	Oral Pathology	The "burning" sensation with generalized redness in a diabetic patient is most likely:		Erythematous (Atrophic) Candidiasis	Pseudomembranous Candidiasis	Geographic Tongue	Lichen Planus	A	Why: Chronic Atrophic Candidiasis presents as red, painful/burning mucosa (often under dentures or in diabetics) *without* the white curds of pseudomembranous candidiasis. Why not: Pseudomembranous has white wipeable plaques.	Diagnosis,Candidiasis	
Q_386	CASE_90	CASE	Oral Pathology	Uncontrolled diabetes predisposes the patient to candidiasis primarily due to:		Decreased salivary sugar	Increased salivary glucose and immune dysfunction	Acidic saliva	Lack of oral hygiene	B	Why: Hyperglycemia leads to high glucose levels in saliva (food for yeast) and impaired neutrophil function (poor defense), creating a perfect storm for Candida overgrowth. Why not: Salivary sugar INCREASES.	Etiology,Systemic	
Q_387	CASE_91	CASE	Oral Pathology	The clinical sign of the mass moving upon swallowing confirms it is a Thyroglossal Duct Cyst. This cyst forms along the tract of the thyroid gland's descent from the:		Foramen Ovale	Foramen Cecum	Hypoglossal Canal	Stensen's Duct	B	Why: The thyroid originates at the Foramen Cecum (base of tongue) and descends to the neck. The cyst forms from remnants in this tract. Why not: Foramen Ovale is V3 exit.	Embryology,Head & Neck	
Q_388	CASE_91	CASE	Oral Pathology	The standard surgical treatment for a Thyroglossal Duct Cyst is the Sistrunk Procedure, which involves removing the cyst and:		The sublingual gland	The middle portion of the Hyoid bone	The thyroid gland	The tonsils	B	Why: The duct passes intimately close to or through the Hyoid bone. Removing the mid-portion of the hyoid reduces the recurrence rate significantly. Why not: Thyroid removal is unnecessary.	Surgery,Treatment	
Q_389	CASE_92	CASE	Oral Pathology	The asymptomatic white lines (Wickham Striae) are characteristic of Reticular Lichen Planus. The etiology is:		Viral infection (HPV)	Fungal infection	T-cell mediated autoimmune destruction of basal keratinocytes	B-cell lymphoma	C	Why: Lichen Planus is a T-cell mediated autoimmune condition where CD8+ T-cells attack the basal cell layer of the epithelium. Why not: It is not infectious.	Etiology,Autoimmune	
Q_390	CASE_92	CASE	Oral Pathology	Histologically, Lichen Planus exhibits a characteristic "band-like" infiltrate of:		Neutrophils	Lymphocytes	Plasma Cells	Macrophages	B	Why: A dense band of lymphocytes is seen directly under the epithelium (at the basement membrane zone), causing "saw-tooth" rete ridges. Why not: Neutrophils indicate acute infection.	Histology,Pathognomonic	
Q_391	CASE_93	CASE	Oral Pathology	Numb Chin Syndrome (Mental Nerve neuropathy) in a patient with a history of cancer is an ominous sign of:		Vitamin B deficiency	Jaw metastasis	Stroke	Bell's Palsy	B	Why: Metastatic tumors to the jaw (commonly Breast, Lung, Prostate) have a predilection for the mandible and often impinge on the IAN, causing sudden numbness. Why not: Stroke usually affects motor/sensory of larger areas. Bell's is CN VII (motor).	Diagnosis,Malignancy	
Q_392	CASE_93	CASE	Oral Pathology	The most common cancers to metastasize to the jaws are (Mnemonic: BLT with a Pickle):		Breast, Lung, Thyroid, Prostate, Kidney	Brain, Liver, Testicle, Pancreas	Bladder, Lymphoma, Tongue	Bone, Larynx, Thymus	A	Why: Breast, Lung, Thyroid, Prostate, Kidney (Renal) are the top 5 carcinomas that metastasize to bone/jaws. Why not: The others are rare.	Malignancy,Mnemonics	
Q_393	CASE_94	CASE	Oral Pathology	The Stafne Bone Defect is technically not a cyst/tumor but a:		Malignancy	Salivary gland inclusion/depression	Infection	Fracture	B	Why: It is a lingual concavity of the mandible created by the pressure of the Submandibular Gland. It contains normal salivary tissue. Why not: It is not a pathologic lesion; it's an anatomical variation.	Radiology,Pseudocyst	
Q_394	CASE_94	CASE	Oral Pathology	Treatment for a Stafne Bone Defect involves:		Surgical exploration	Root canal therapy of adjacent teeth	No treatment (Observation)	Antibiotics	C	Why: Once diagnosed (classic appearance below canal), no treatment is needed. It is static and benign. Why not: Surgery is unnecessary.	Treatment,Management	
Q_395	CASE_95	CASE	Oral Pathology	Gingival enlargement (hyperplasia) caused by leukemic infiltration is most commonly seen in which type of leukemia?		Chronic Lymphocytic Leukemia (CLL)	Acute Myeloid Leukemia (AML)	Chronic Myeloid Leukemia (CML)	Acute Lymphoblastic Leukemia (ALL)	B	Why: Acute Myeloid Leukemia (AML) (specifically the monocytic subtype M5) has a strong propensity to infiltrate the gingiva, causing boggy, purple swelling. Why not: ALL is common in kids but gingival enlargement is less common than in AML.	Systemic Disease,Leukemia	
Q_396	CASE_95	CASE	Oral Pathology	Spontaneous bleeding in this patient is likely due to:		High platelet count	Thrombocytopenia (Low platelets)	Vitamin K deficiency	Hemophilia	B	Why: The bone marrow is crowded out by leukemic cells, leading to a drop in other cell lines (RBCs -> Anemia, Platelets -> Thrombocytopenia/Bleeding, Neutrophils -> Infection). Why not: Platelets are LOW, not high.	Hematology,Pathology	
Q_397	CASE_96	CASE	Oral Pathology	Torus Mandibularis is an example of a(n):		Exostosis	Osteoma	Osteosarcoma	Cyst	A	Why: Exostoses are benign bony outgrowths. Torus is a specific named exostosis. Why not: Osteomas are true neoplasms (Gardner syndrome). Tori are developmental/reactive.	Terminology,Bone	
Q_398	CASE_96	CASE	Oral Pathology	Removal of tori is generally not required unless:		The patient is cancer-phobic	They interfere with the fabrication of a removable denture	They are aesthetically displeasing	They are visible on x-ray	B	Why: Tori are benign and left alone unless they physically block the seating of a denture or RPD major connector, or suffer frequent trauma/ulceration. Why not: Esthetics is rarely an issue for lingual mandible.	Treatment,Prosthodontics	
Q_399		RAPID_FIRE	Oral Pathology	https://drive.google.com/file/d/1sxyknfL9aTDjp6eRE6LcEoXHx5vFrBK3/view?usp=sharing Oral Hairy Leukoplakia is caused by the Epstein-Barr Virus (EBV).		TRUE	FALSE			A	Why: True. It presents as white vertical corrugations on the lateral tongue, typically in HIV/immunocompromised patients. Why not: N/A	Virology,HIV	
Q_400		RAPID_FIRE	Oral Pathology	Condensing Osteitis is a reaction of bone to low-grade inflammation from a vital or non-vital tooth.		TRUE	FALSE			A	Why: True. It appears as a radiopacity around the apex. The tooth is often non-vital or has pulpitis. It is a defense mechanism (scarring of bone). Why not: N/A	Bone Pathology,Endodontics	
Q_401		RAPID_FIRE	Oral Pathology	https://drive.google.com/file/d/1ofqi94572Gcq0762Um-I3PFemKFONHyk/view?usp=sharing Nicotine Stomatitis is considered a pre-malignant lesion.		TRUE	FALSE			B	Why: False. It is a reaction to HEAT (pipe smoking), causing inflammation of minor salivary ducts (red dots). It is NOT premalignant and reverses with cessation. Why not: N/A	Premalignant,Smoking	
Q_402		RAPID_FIRE	Oral Pathology	Leukoedema is a milky white lesion on the buccal mucosa that disappears when stretched.		TRUE	FALSE			A	Why: True. This is the diagnostic test. It is a variation of normal (intracellular edema), common in African Americans. Why not: N/A	Diagnosis,White Lesions	
Q_403		RAPID_FIRE	Oral Pathology	Median Rhomboid Glossitis is a developmental defect of the tongue.		TRUE	FALSE			B	Why: False. It was *thought* to be developmental, but is now known to be a form of Chronic Atrophic Candidiasis in the midline of the tongue. Why not: N/A	Tongue,Candidiasis	
Q_404		RAPID_FIRE	Oral Pathology	A Traumatic Bone Cyst (Simple Bone Cyst) is a true cyst lined by epithelium.		TRUE	FALSE			B	Why: False. It is an empty or fluid-filled cavity in bone with NO epithelial lining (Pseudocyst). Why not: N/A	Pseudocyst,Bone	
Q_405		RAPID_FIRE	Oral Pathology	Geographic Tongue (Erythema Migrans) is a benign condition characterized by migrating red patches with white borders.		TRUE	FALSE			A	Why: True. Loss of filiform papillae. Associated with stress/psoriasis. Why not: N/A	Tongue,Benign	
Q_406		RAPID_FIRE	Oral Pathology	Hand-Foot-and-Mouth Disease is caused by the Coxsackie Virus.		TRUE	FALSE			A	Why: True. Coxsackie A16 usually. Oral ulcers + rash on palms/soles. Why not: N/A	Virology,Pediatric	
Q_407		RAPID_FIRE	Oral Pathology	Epulis Fissuratum is a benign neoplasm caused by HPV.		TRUE	FALSE			B	Why: False. It is Inflammatory Fibrous Hyperplasia caused by the chronic irritation of an ill-fitting denture flange. Why not: N/A	Denture Pathology,Hyperplasia	
Q_408		RAPID_FIRE	Oral Pathology	Squamous Papilloma is the most common benign oral epithelial neoplasm, caused by HPV 6 and 11.		TRUE	FALSE			A	Why: True. Cauliflower-like appearance. Why not: N/A	HPV,Tumors	
Q_409		RAPID_FIRE	Oral Pathology	Focal Cemento-Osseous Dysplasia is most common in the posterior mandible of Caucasian females.		TRUE	FALSE			A	Why: True. PCOD = Black females, Anterior. Focal = White females, Posterior. Florid = Black females, All 4 quads. Why not: N/A	Bone Pathology,Demographics	
Q_410	CASE_97	CASE	Oral Pathology	The clinical history of "mealtime syndrome" (swelling while eating) combined with a radiopaque mass confirms the diagnosis of:		Mucocele	Sialolithiasis (Salivary Stone)	Pleomorphic Adenoma	Ranula	B	Why: The stone blocks the duct. When the gland produces saliva during a meal, the back-pressure causes acute swelling and pain. Why not: Tumors cause persistent swelling, not meal-dependent.	Salivary Glands,Diagnosis	
Q_411	CASE_97	CASE	Oral Pathology	Sialoliths are most common in the Submandibular Gland (Wharton's Duct) because:		The duct is short and straight	The saliva is serous and thin	The duct is long, travels upward against gravity, and the saliva is mucinous	It lacks a sphincter	C	Why: Wharton's duct is an "uphill" battle for thick, mucous saliva, allowing calcium salts to precipitate and form stones. Why not: Parotid saliva is serous (watery) and flows easier.	Etiology,Anatomy	
Q_412	CASE_97	CASE	Oral Pathology	Which radiographic view is best for visualizing a stone in the floor of the mouth (Wharton's Duct)?		Panoramic	Mandibular Occlusal	Periapical	Bitewing	B	Why: An occlusal film (shooting from under the chin up) visualizes the floor of the mouth without superimposition of the jaw bone. Why not: Panoramic often superimposes the spine/mandible over the anterior floor of mouth.	Radiology,Technique	
Q_413	CASE_98	CASE	Oral Pathology	The "Pink Tooth of Mummery" is a classic sign of:		External Resorption	Internal Resorption	Calcific Metamorphosis	Tetracycline Staining	B	Why: Internal resorption begins in the pulp chamber. As the pulp tissue expands and destroys dentin, the vascularity shows through the thin enamel, appearing pink. Why not: External resorption eats the root from the outside.	Endodontics,Diagnosis	
Q_414	CASE_98	CASE	Oral Pathology	The treatment of choice for a permanent tooth with Internal Resorption (that has not perforated the root) is:		Extraction	Root Canal Therapy	Monitoring	Internal Bleaching	B	Why: You must remove the vital, resorbing inflamed pulp tissue immediately to stop the destruction. Once the pulp is removed (RCT), the resorption stops. Why not: Extraction is only if the tooth is non-restorable.	Treatment,Endodontics	
Q_415	CASE_99	CASE	Oral Pathology	The location of ulcers on the soft palate and tonsillar pillars (posterior mouth) is key to diagnosing:		Herpetic Gingivostomatitis	Herpangina	Hand-Foot-and-Mouth Disease	Pemphigus	B	Why: Herpangina (Coxsackie virus) affects the *posterior* oral cavity. Herpes Simplex affects the *anterior* or keratinized tissues. Why not: Hand-Foot-Mouth would have skin lesions.	Virology,Diagnosis	
Q_416	CASE_99	CASE	Oral Pathology	Herpangina is caused by which virus?		Coxsackie A Virus	Herpes Simplex Virus 1	Epstein-Barr Virus	Varicella Zoster Virus	A	Why: Coxsackie A is an Enterovirus. It causes Herpangina and Hand-Foot-and-Mouth disease. Why not: HSV1 is cold sores. EBV is Mono.	Virology,Etiology	
Q_417	CASE_100	CASE	Oral Pathology	The "Ground Glass" radiographic appearance and diffuse expansion described is pathognomonic for:		Osteosarcoma	Fibrous Dysplasia	Paget's Disease	Ossifying Fibroma	B	Why: Fibrous Dysplasia involves the replacement of normal bone with fibrous tissue and immature bone trabeculae that blend into the surrounding bone (ill-defined), creating a "frosted glass" look. Why not: Paget's is "Cotton Wool."	Radiology,Bone Pathology	
Q_418	CASE_100	CASE	Oral Pathology	If this patient also had "Cafe au Lait" spots with irregular borders ("Coast of Maine") and precocious puberty, the diagnosis would be:		Jaffe-Lichtenstein Syndrome	McCune-Albright Syndrome	Neurofibromatosis	Gardner Syndrome	B	Why: McCune-Albright = Polyostotic Fibrous Dysplasia + Cafe au lait + Endocrine hyperfunction (puberty). Why not: Jaffe-Lichtenstein is just FD + spots (no endocrine). NF1 spots are smooth ("Coast of California").	Syndromes,Genetics	
Q_419	CASE_101	CASE	Oral Pathology	A Traumatic Neuroma is not a true tumor but a reactive proliferation of:		Schwann cells only	Nerve tissue (axons) and scar tissue	Adipose tissue	Vascular tissue	B	Why: It occurs after a nerve is cut (e.g., extraction or trauma). The nerve tries to regenerate but hits a wall of scar tissue, forming a painful tangled ball of axons. Why not: It is not a neoplasm.	Histology,Pathology	
Q_420	CASE_101	CASE	Oral Pathology	The most common site for a Traumatic Neuroma in the oral cavity is:		Tongue	Mental Foramen area	Palate	Retro-molar pad	B	Why: The Mental Nerve is frequently traumatized by denture flanges (in resorbed ridges), making this a classic site. Why not: Tongue neuromas are rare (MEN 2B).	Epidemiology,Site	
Q_421	CASE_102	CASE	Oral Pathology	The Melanotic Neuroectodermal Tumor of Infancy (MNTI) characteristically excretes high levels of _____ in the urine.		Calcium	Vanillylmandelic Acid (VMA)	Bence Jones Proteins	Sugar	B	Why: MNTI is derived from Neural Crest cells. Like other neural tumors (Neuroblastoma), it produces catecholamines, which break down into VMA. Why not: Bence Jones is Multiple Myeloma.	Labs,Tumors	
Q_422	CASE_102	CASE	Oral Pathology	Radiographically, MNTI often presents as a "floating tooth" appearance, similar to:		Langerhans Cell Histiocytosis	Dentigerous Cyst	Ameloblastoma	Osteosarcoma	A	Why: It grows rapidly in the anterior maxilla, displacing the developing tooth bud and destroying alveolar bone, making the tooth appear to float. Why not: Dentigerous cysts contain the tooth.	Radiology,Differential	
Q_423	CASE_103	CASE	Oral Pathology	The "Moth-eaten" appearance and presence of sequestra (dead bone) are hallmarks of:		Acute Osteomyelitis	Chronic Osteomyelitis	Osteosarcoma	Fibrous Dysplasia	B	Why: Chronic Osteomyelitis involves long-standing infection where the body walls off dead bone (sequestrum) with new bone (involucrum). "Moth-eaten" implies diffuse destruction. Why not: Acute osteomyelitis often shows NO radiographic changes for the first 1-2 weeks.	Bone Pathology,Infection	
Q_424	CASE_103	CASE	Oral Pathology	A "Sequestrum" is defined as:		A piece of dead bone separated from sound bone	New bone forming around infection	A cyst lining	A tumor mass	A	Why: Sequestrum = Dead bone. Involucrum = New		
Q_425	CASE_103	CASE	Oral Pathology	Garre's Osteomyelitis (Proliferative Periostitis) is a specific type of osteomyelitis seen in children characterized by:		Onion Skin periosteal reaction	Sunburst reaction	Ground Glass appearance	Cotton Wool appearance	A	Why: In kids/young adults, the periosteum reacts to chronic infection (usually a molar periapical abscess) by laying down layers of new bone like an onion. Why not: Sunburst is Osteosarcoma.	Radiology,Pediatric	
Q_426	CASE_104	CASE	Oral Pathology	Linea Alba is a form of:		Hyperkeratosis (Callus)	Dysplasia	Fungal infection	Ulceration	A	Why: It is a frictional hyperkeratosis caused by the teeth rubbing against the cheek (morsicatio buccarum) or suction. It is bilateral and matches the occlusal plane. Why not: It is not pre-malignant.	Diagnosis,White Lesions	
Q_427	CASE_104	CASE	Oral Pathology	Does Linea Alba require biopsy?		Yes, to rule out cancer	No, it is diagnostic clinically	Yes, if it doesn't wipe off	Only if red	B	Why: The appearance and location (occlusal plane, bilateral) are pathognomonic. No treatment or biopsy is needed. Why not: Biopsy is only for suspicious lesions.	Management,Diagnosis	
Q_428	CASE_105	CASE	Oral Pathology	A supernumerary tooth located between the maxillary central incisors is specifically called a:		Distodens	Mesiodens	Paramolar	Peridens	B	Why: Mesiodens = Middle (Mesio) + Tooth (Dens). It is the most common supernumerary tooth. Why not: Distodens is behind the 3rd molar. Paramolar is buccal/lingual to molars.	Terminology,Anomalies	
Q_429	CASE_105	CASE	Oral Pathology	Multiple supernumerary teeth are a feature of:		Gardner Syndrome and Cleidocranial Dysplasia	Ectodermal Dysplasia	Down Syndrome	Peutz-Jeghers Syndrome	A	Why: Both Gardner's and Cleidocranial Dysplasia are famous for having "too many teeth." Why not: Ectodermal Dysplasia has "too few teeth" (Oligodontia/Anodontia).	Syndromes,Dental Anomalies	
Q_430	CASE_106	CASE	Oral Pathology	An Oral Melanotic Macule (Focal Melanosis) is analogous to a skin:		Mole (Nevus)	Freckle (Ephelis)	Wart	Melanoma	B	Why: It is a focal increase in melanin deposition (like a freckle), not an increase in the number of melanocytes (like a mole/nevus). Why not: It is flat and benign.	Pathology,Definitions	
Q_431	CASE_106	CASE	Oral Pathology	If the macule were blue/grey and blanching, the diagnosis would shift to:		Hemangioma or Varix	Amalgam Tattoo	Melanoma	Nevus	A	Why: Vascular lesions (Hemangiomas, Varices) blanch (blood pushes out) with diascopy. Pigmented lesions (Melanin, Amalgam) do NOT blanch. Why not: Amalgam tattoos are blue/grey but do NOT blanch.	Diagnosis,Clinical Tests	
Q_432		RAPID_FIRE	Oral Pathology	Fusion involves the union of two tooth buds, resulting in one fewer tooth in the arch count.	[Image of fusion]	TRUE	FALSE			A	Why: True. Fusion = Union (2 buds -> 1 big tooth). Count drops by 1. Gemination = Twinning (1 bud -> 2 crowns). Count is normal. Why not: N/A	Dental Anomalies,Definitions	
Q_433		RAPID_FIRE	Oral Pathology	Concrescence is the union of teeth by cementum only.		TRUE	FALSE			A	Why: True. Usually maxillary molars. The roots fuse via cementum deposition. Why not: N/A	Dental Anomalies,Terminology	
Q_434		RAPID_FIRE	Oral Pathology	Dens Invaginatus (Dens in Dente) is most common in the maxillary lateral incisor.		TRUE	FALSE			A	Why: True. "Tooth within a tooth." Deep invagination makes it prone to pulpal necrosis early. Why not: N/A	Dental Anomalies,Epidemiology	
Q_435		RAPID_FIRE	Oral Pathology	Taurodontism ("Bull Tooth") features an elongated pulp chamber and short roots.		TRUE	FALSE			A	Why: True. The furcation is displaced apically. Common in Down Syndrome and Klinefelter Syndrome. Why not: N/A	Dental Anomalies,Radiology	
Q_436		RAPID_FIRE	Oral Pathology	Abrasion is tooth wear caused by tooth-to-tooth contact.		TRUE	FALSE			B	Why: False. Attrition = Tooth-to-Tooth (Bruxism). Abrasion = Mechanical/Foreign object (Toothbrush). Erosion = Chemical (Acid). Why not: N/A	Terminology,Wear	
Q_437		RAPID_FIRE	Oral Pathology	Erosion typically presents as cupped-out occlusal surfaces or smooth facial surfaces.		TRUE	FALSE			A	Why: True. Acid dissolves enamel smoothly. Amalgam fillings may appear to "stand up" above the eroded tooth. Why not: N/A	Diagnosis,Wear	
Q_438		RAPID_FIRE	Oral Pathology	Turner's Hypoplasia affects a permanent tooth due to trauma/infection of the overlying primary tooth.	[Image of turner tooth]	TRUE	FALSE			A	Why: True. Usually affects permanent premolars (if primary molar infected) or incisors (if primary incisor traumatized). Enamel defect. Why not: N/A	Dental Anomalies,Etiology	
Q_439		RAPID_FIRE	Oral Pathology	Hypercementosis is often associated with Paget's Disease of Bone.		TRUE	FALSE			A	Why: True. Generalized hypercementosis is a sign of Paget's. (Also seen in pituitary gigantism). Why not: N/A	Bone Pathology,Systemic	
Q_440		RAPID_FIRE	Oral Pathology	Amelogenesis Imperfecta typically presents with blue sclera.		TRUE	FALSE			B	Why: False. Blue sclera + Brittle Bones + Opalescent Teeth = Osteogenesis Imperfecta (with Dentinogenesis Imperfecta). Amelogenesis Imperfecta is isolated to teeth. Why not: N/A	Syndromes,Signs	
Q_441		RAPID_FIRE	Oral Pathology	Regional Odontodysplasia is known as "Ghost Teeth" because the teeth are radiographically transparent (thin enamel and dentin).		TRUE	FALSE			A	Why: True. Affects a specific quadrant/region. Teeth are very weak and often fail to erupt. Why not: N/A	Dental Anomalies,Radiology	
Q_442	CASE_107	CASE	Pharmacology	According to the ADA House of Delegates (2016) and current guidelines, what is the first-line therapy for acute dental pain management in this patient?		Opioids (Hydrocodone)	Nonsteroidal anti-inflammatory drugs (NSAIDs)	Antibiotics	Benzodiazepines	B	Why: Evidence suggests that NSAIDs (alone or in combination with Acetaminophen) are the most effective first-line therapy for acute dental pain, often outperforming opioids. Why not: Opioids are reserved for when NSAIDs are contraindicated or ineffective.	ADA Guidelines,Pain Management	
Q_443	CASE_107	CASE	Pharmacology	If the dentist recommends Acetaminophen (Tylenol) as an adjunct, what is the maximum daily dose recommended by manufacturers to avoid hepatotoxicity?		2,000 mg	3,000 mg	4,000 mg	6,000 mg	B	Why: While the FDA limit has historically been 4,000 mg, many manufacturers (like McNeil/Tylenol) lowered the recommended daily max to 3,000 mg to reduce the risk of accidental overdose and liver failure. Why not: 4,000 mg is the absolute upper limit for supervision, but 3,000 mg is the safer manufacturer recommendation.	Safety,Acetaminophen,Liver	
